"Location","Expt_No","Depth","Time_Range","Population","Sample_Type","VP","VP_SE","VP_R_Squared","VP_Type"
"NJ2020","3","1","T0_T24","c_V3","VP",9163.59377862567,4340.84522505944,0.217848257169843,"LM_AP"
"NJ2020","4","1","T0_T3","c_V3","VP",-29324.7527355618,7409.47465934035,0.796579307501762,"LM_AP"
"NJ2020","4","1","T0_T6","c_V3","VP",101569.09668184,28873.4396843161,0.638699541313306,"LM_AP"
"NJ2020","4","1","T0_T9","c_V3","VP",84973.0594212985,15905.1755960759,0.74054330307087,"LM_AP"
"NJ2020","4","1","T0_T12","c_V3","VP",62228.8114387542,11759.7960605114,0.682939493688667,"LM_AP"
"NJ2020","4","1","T0_T24","c_V3","VP",28586.7458777507,7352.71232745318,0.485793599307672,"LM_AP"
"NJ2020","5","1","T0_T3","c_V3","VP",4944.75674325595,7304.8801249183,0.102778729631682,"LM_AP"
"NJ2020","5","1","T0_T6","c_V3","VP",-5947.79591520212,3845.2496861874,0.254729357314258,"LM_AP"
"NJ2020","5","1","T0_T9","c_V3","VP",-852.392953025443,2625.20887283142,0.0104327140481832,"LM_AP"
"NJ2020","5","1","T0_T12","c_V3","VP",-2713.76610222488,1764.05562306151,0.154007969951765,"LM_AP"
"NJ2020","5","1","T0_T24","c_V3","VP",-1261.98505263122,988.334818206746,0.0924778031932507,"LM_AP"
"NJ2020","6","1","T0_T3","c_V3","VP",-9934.38238486737,6848.13052893748,0.344739830685555,"LM_AP"
"NJ2020","6","1","T0_T6","c_V3","VP",-6551.99592830237,9599.41531802725,0.062399008918223,"LM_AP"
"NJ2020","6","1","T0_T9","c_V3","VP",-17807.9596445358,11019.4888770702,0.207078729612896,"LM_AP"
"NJ2020","6","1","T0_T12","c_V3","VP",-9154.65535798654,7257.32531448589,0.10905338401489,"LM_AP"
"NJ2020","6","1","T0_T24","c_V3","VP",-639.153085429903,3604.22194037678,0.00196161597237802,"LM_AP"
"NJ2020","7","1","T0_T3","c_V3","VP",743.083793390987,6166.06033517882,0.00361764606537875,"LM_AP"
"NJ2020","7","1","T0_T6","c_V3","VP",1918.55702021822,2475.60226305152,0.0790204715472654,"LM_AP"
"NJ2020","7","1","T0_T9","c_V3","VP",-1769.99068263446,1631.83262324185,0.105265253628012,"LM_AP"
"NJ2020","7","1","T0_T12","c_V3","VP",-2247.64605532918,1063.19438078904,0.25583343447839,"LM_AP"
"NJ2020","7","1","T0_T24","c_V3","VP",-1980.17995338556,486.477733891979,0.508727869048781,"LM_AP"
