Sample_Name,Staining_Protocol,Expt_Date,Date_Measurement,Location,Expt_No,Depth,Sample_Type,Timepoint,Replicate,c_Bacteria,c_HNA,c_LNA,c_Viruses,c_V1,c_V2,c_V3,VBR,HNAperLNA,,,,,,,,,,,,
vi201116.162,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,0,1,902686.5672,349880.4956,552806.0716,3702345.416,3005770.761,503040.1282,193534.5263,4.101473923,0.632917245,,,,,,,,,,,,
vi201118.008,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,0,1,971513.8593,501541.484,469972.3753,7198208.955,6280862.696,658911.0767,258435.1828,7.409270477,1.067172264,,,,,,,,,,,,
vi201116.117,Viruses,05-09-20,16-11-20,NJ2020,7,1,0.22,0,2,21748.40085,6041.222459,15707.17839,75217484.01,61847949.63,11986739.66,1382794.72,3458.529412,0.384615385,,,,,,,,,,,,
vi201116.163,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,0,2,891428.5714,339397.1166,552031.4548,3779872.068,2959668.775,567180.4338,253022.8596,4.240241102,0.614814815,,,,,,,,,,,,
vi201118.009,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,0,2,1083582.09,539498.558,544083.5316,6826695.096,5880142.737,658107.3865,288444.9727,6.300118064,0.991573034,,,,,,,,,,,,
vi201116.118,Viruses,05-09-20,16-11-20,NJ2020,7,1,0.22,0,3,8955.223881,2755.453502,6199.770379,73587633.26,61053614.29,11204577.02,1329441.948,8217.285714,0.444444444,,,,,,,,,,,,
vi201116.164,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,0,3,924434.968,327909.8877,596525.0803,3531428.571,2748022.854,545519.4027,237886.3149,3.820094105,0.549700086,,,,,,,,,,,,
vi201118.010,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,0,3,1078464.819,535921.1097,542543.709,6684434.968,5767667.491,648721.1922,268046.2849,6.198102017,0.987793427,,,,,,,,,,,,
vi201116.165,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,3,1,867377.3987,335297.3327,532080.066,4911812.367,4108485.605,582480.9168,220845.8452,5.662831858,0.630163305,,,,,,,,,,,,
vi201118.011,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,3,1,1077953.092,539485.9755,538467.1162,6808784.648,5891365.638,629002.9478,288416.0622,6.316401614,1.001892148,,,,,,,,,,,,
vi201116.166,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,3,2,799573.5608,299233.1862,500340.3746,4502686.567,3700755.91,565184.4932,236746.164,5.63136,0.598059244,,,,,,,,,,,,
vi201118.012,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,3,2,1071812.367,559339.3435,512473.0233,6987889.126,6080409.447,619766.2521,287713.4271,6.519694438,1.091451292,,,,,,,,,,,,
vi201116.167,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,3,3,622515.9915,202822.1983,419693.7932,2802473.348,2075631.302,493302.6002,233539.4456,4.501849568,0.483262325,,,,,,,,,,,,
vi201118.013,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,3,3,1061577.825,546580.1374,514997.6877,6824648.188,5911577.694,665975.4055,247095.0876,6.428778019,1.06132542,,,,,,,,,,,,
vi201116.168,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,6,1,966140.7249,421216.9087,544923.8163,5461407.249,4579837.553,630375.1369,251194.56,5.652807203,0.772983114,,,,,,,,,,,,
vi201118.020,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,6,1,1101492.537,538745.7705,562746.7669,7343795.309,6430304.812,663865.3371,249625.1601,6.667131243,0.957350272,,,,,,,,,,,,
vi201116.169,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,6,2,899104.4776,345534.1824,553570.2952,3422430.704,2644910.995,548046.8627,229472.8462,3.806488332,0.624192059,,,,,,,,,,,,
vi201118.021,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,6,2,1043155.65,533576.9234,509578.7269,8147206.823,7202989.211,683250.4662,260967.1456,7.810154525,1.047094188,,,,,,,,,,,,
vi201116.170,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,6,3,948997.8678,371369.2168,577628.651,2510021.322,1734958.282,536752.7186,238310.3209,2.644917768,0.642920354,,,,,,,,,,,,
vi201118.022,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,6,3,976631.1301,498781.2933,477849.8368,6858678.038,5908057.52,670334.4686,280286.0497,7.022792769,1.043803419,,,,,,,,,,,,
vi201116.171,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,9,1,1058763.326,453207.9617,605555.3645,2329893.39,1633210.787,484360.2861,212322.3172,2.20057999,0.748417054,,,,,,,,,,,,
vi201118.023,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,9,1,1055948.827,542271.5931,513677.2342,7327420.043,6433664.456,628429.5738,265326.0124,6.939181003,1.055666004,,,,,,,,,,,,
vi201116.172,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,9,2,1032409.382,453963.6202,578445.7615,2514371.002,1809252.845,497353.527,207764.63,2.435439901,0.784798939,,,,,,,,,,,,
vi201118.024,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,9,2,1010916.844,504947.8581,505968.9862,7085373.134,6147199.074,662413.6933,275760.3671,7.008858517,0.997981837,,,,,,,,,,,,
vi201116.173,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,9,3,955138.5928,398719.8835,556418.7092,1961449.893,1318935.403,440539.5482,201974.9424,2.053576212,0.716582453,,,,,,,,,,,,
vi201118.025,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,9,3,1054413.646,563204.9645,491208.6816,6855095.949,5925076.498,662969.6082,267049.8422,6.501334628,1.146569647,,,,,,,,,,,,
vi201116.174,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,12,1,1312324.094,768015.1135,544308.9803,3511215.352,2843491.678,474703.9623,193019.7118,2.675570287,1.410991076,,,,,,,,,,,,
vi201118.032,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,12,1,1093560.768,569285.8439,524274.9237,6911385.928,6082692.065,595809.1317,232884.7311,6.320074871,1.085853659,,,,,,,,,,,,
vi201116.175,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,12,2,1204861.407,684109.7233,520751.684,3812878.465,3119537.077,486437.1361,206904.2513,3.164578467,1.313696613,,,,,,,,,,,,
vi201118.033,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,12,2,1085373.134,552916.2857,532456.8487,6689296.375,5721264.708,662805.3556,305226.3113,6.163130599,1.038424592,,,,,,,,,,,,
vi201116.176,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,12,3,1264733.475,709447.2194,555286.2561,3358208.955,2646517.413,493781.0945,217910.4478,2.655270079,1.277624309,,,,,,,,,,,,
vi201118.034,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,12,3,1083837.953,540640.2626,543197.6905,6953347.548,6035960.656,640439.9057,276946.9863,6.415486308,0.995291902,,,,,,,,,,,,
vi201116.119,Viruses,05-09-20,16-11-20,NJ2020,7,1,0.22,24,1,72921.10874,40298.50746,32622.60128,69864818.76,57572877.37,11041614.98,1250326.417,958.0877193,1.235294118,,,,,,,,,,,,
vi201116.177,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,24,1,2079914.712,1492996.691,586918.021,2645117.271,1984887.309,464185.6127,196044.3492,1.271743142,2.54379085,,,,,,,,,,,,
vi201118.035,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,24,1,1162132.196,587204.1202,574928.0759,6843326.226,5730204.474,777998.9512,335122.8011,5.888595332,1.021352313,,,,,,,,,,,,
vi201116.120,Viruses,05-09-20,16-11-20,NJ2020,7,1,0.22,24,2,124093.8166,100558.7824,23535.03419,65968017.06,54115488.54,10643651.03,1208877.484,531.5979381,4.272727273,,,,,,,,,,,,
vi201116.178,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,24,2,2056631.13,1461788.553,594842.5775,2772537.313,2140920.125,448858.7302,182758.4582,1.348096541,2.457437661,,,,,,,,,,,,
vi201118.036,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,24,2,1114029.851,580543.5632,533486.2876,6527590.618,5536707.495,707139.2014,283743.9224,5.859439596,1.088207095,,,,,,,,,,,,
vi201116.121,Viruses,05-09-20,16-11-20,NJ2020,7,1,0.22,24,3,83155.65032,65336.58239,17819.06793,67994456.29,55584965.1,11091847.14,1317644.049,817.6769231,3.666666667,,,,,,,,,,,,
vi201116.179,Viruses,05-09-20,16-11-20,NJ2020,7,1,VP,24,3,1875479.744,1352779.908,522699.836,2771769.723,2129277.062,456520.959,185971.7016,1.477899045,2.588062622,,,,,,,,,,,,
vi201118.037,Viruses,05-09-20,16-11-20,NJ2020,7,1,VPC,24,3,972793.177,510435.116,462358.061,8120597.015,7104839.087,744922.2768,270835.651,8.347711731,1.103982301,,,,,,,,,,,,
